image_id,条件,用户原tag,原作答人数,有效独立人数,单列无效人数,保留已确认修正数,各簇人数_含单人,总簇数,支持簇数,单人簇数,单人比例,最小LOO_Jaccard,最小80pct子集Jaccard,同点数簇分离需审图,前8人完整后缀比例,至观察窗口支持核心稳定比例,支持核心尾段稳定比例,后四分段新标法率,建议粗类_非最终,判定说明,用户最终粗类,用户裁决原因,簇语义裁决,单人标法裁决
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,,5,5,0,0,4;1,2,1,1,0.2,1,1,False,0.8,1,0.485,0.18,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,,,,
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,,5,3,2,0,3,1,1,0,0,1,,False,,,,,,too_few_valid_people,,,,
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,,24,24,0,0,22;2,2,2,0,0,1,0.967889908257,True,0,0.63,0.775,0,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,,,
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,,6,6,0,0,5;1,2,1,1,0.166666666667,1,1,False,0.845,1,0.795,0.14,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,,,,
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,,5,5,0,0,4;1,2,1,1,0.2,1,1,False,0.83,1,0.57,0.2075,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,,,,
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,,5,5,0,0,1;1;1;1;1,5,0,5,1,,,False,0,0,0,1,,short_horizon_or_unconfirmed_multi_pattern,,,,
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,,24,24,0,0,13;9;1;1,4,2,2,0.0833333333333,0.973106060606,0.845541438545,True,0,0.495,0.695,0.0925000000001,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,,,
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,,5,5,0,0,4;1,2,1,1,0.2,1,,False,0.79,1,0.555,0.1925,,short_horizon_or_unconfirmed_multi_pattern,,,,
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,,23,23,0,0,21;2,2,2,0,0,1,1,False,0,0.645,0.715,0.0108333333334,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,,,
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,,5,5,0,0,2;2;1,3,2,1,0.2,1,1,False,0,0.195,0,0.2975,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,,,
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,,24,24,0,0,11;3;2;1;1;1;1;1;1;1;1,11,3,8,0.333333333333,0.986111111111,0.965391621129,False,0,0.43,0.64,0.281666666667,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,,,,
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,,24,24,0,0,20;3;1,3,2,1,0.0416666666667,1,1,False,0,0.905,0.98,0.0525000000001,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,,,
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,,5,5,0,0,5,1,1,0,0,1,1,False,1,1,0.315,0,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,,,,
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,简单,23,23,0,0,18;4;1,3,2,1,0.0434782608696,1,0.856961734782,True,0,0.745,0.84,0.0341666666667,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,,,
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,,6,6,0,0,3;2;1,3,2,1,0.166666666667,1,1,False,0.49,0.655,0,0.2175,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,,,
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,,24,22,2,0,9;4;3;1;1;1;1;1;1,9,3,6,0.272727272727,1,,False,0,0.945,0.945,0.295,,singleton_rich_boundary;not_automatically_difficult,,,,
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,,24,24,0,0,22;2,2,2,0,0,1,1,False,0,0.55,0.655,0.0158333333334,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,,,
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,,24,22,2,0,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,17,1,16,0.727272727273,1,,False,0,0.955,0.955,0.725833333333,,singleton_rich_boundary;not_automatically_difficult,,,,
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,,24,24,0,0,9;5;5;2;1;1;1,7,4,3,0.125,0.963636363636,,True,0,0.09,0.265,0.0766666666668,,order_partition_or_count_boundary,,,,
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,中等,23,23,0,0,18;2;2;1,4,3,1,0.0434782608696,0.915065441381,0.672481843416,True,0,0.22,0.315,0.0458333333334,,cluster_recovery_under_80pct_subsets_insufficient;not_automatically_difficult,,,,
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,,24,24,0,0,4;4;3;2;2;1;1;1;1;1;1;1;1;1,14,5,9,0.375,1,0.990427350427,False,0,0.215,0.535,0.385,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,,,,
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,,23,23,0,0,5;2;2;2;2;2;1;1;1;1;1;1;1;1,14,6,8,0.347826086957,0.984126984127,0.929824561404,False,0,0.09,0.185,0.381666666667,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,,,,
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,困难,5,5,0,0,3;1;1,3,1,2,0.4,1,1,False,0.445,0.825,0.17,0.3725,,short_horizon_or_unconfirmed_multi_pattern,,,,
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,中等,5,5,0,0,2;1;1;1,4,1,3,0.6,1,1,False,0,0.6,0.085,0.625,,short_horizon_or_unconfirmed_multi_pattern,,,,
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,,5,5,0,0,2;2;1,3,2,1,0.2,1,1,False,0,0.145,0,0.295,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,,,
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,,6,6,0,0,3;3,2,2,0,0,1,1,False,1,0.835,0,0,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,,,,
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,,4,4,0,0,2;1;1,3,1,2,0.5,1,1,False,0,0.52,0.165,0.52,,short_horizon_or_unconfirmed_multi_pattern,,,,
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,中等,5,5,0,0,4;1,2,1,1,0.2,1,1,False,0.815,1,0.545,0.21,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,,,,
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,中等,4,4,0,0,3;1,2,1,1,0.25,1,1,False,0.77,1,0.485,0.23,,short_horizon_or_unconfirmed_multi_pattern,,,,
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,,5,5,0,0,4;1,2,1,1,0.2,1,,False,0.795,1,0.55,0.1925,,short_horizon_or_unconfirmed_multi_pattern,,,,
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,,5,5,0,0,4;1,2,1,1,0.2,1,,False,0,0.215,0,0.19,,short_horizon_or_unconfirmed_multi_pattern,,,,
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,中等,23,23,0,0,9;7;3;2;1;1,6,4,2,0.0869565217391,0.974637681159,0.907497085463,True,0,0.385,0.55,0.0641666666668,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,,,
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,中等,24,23,1,1,7;6;2;2;1;1;1;1;1;1,10,4,6,0.260869565217,0.930272108844,0.678761061947,True,0,0.225,0.35,0.1325,,singleton_rich_boundary;not_automatically_difficult,,,,
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,困难,23,23,0,0,5;4;4;4;3;1;1;1,8,5,3,0.130434782609,1,1,False,0,0.81,0.89,0.13,,many_supported_clusters_with_stable_core_not_never_convergent,,,,
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,,6,6,0,0,4;1;1,3,1,2,0.333333333333,1,,False,0.63,1,0.815,0.3575,,short_horizon_or_unconfirmed_multi_pattern,,,,
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,,6,6,0,0,6,1,1,0,0,1,1,False,1,1,1,0,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,,,,
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,semi,,4,4,0,0,2;1;1,3,1,2,0.5,1,1,False,0,0.465,0.17,0.465,,short_horizon_or_unconfirmed_multi_pattern,,,,
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,semi,,24,24,0,0,19;2;1;1;1,5,2,3,0.125,0.977272727273,0.903100775194,True,0,0.48,0.69,0.1275,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,,,
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,困难,23,23,0,0,5;4;3;3;2;1;1;1;1;1;1,11,5,6,0.260869565217,0.985507246377,0.946296296296,False,0,0.43,0.56,0.150833333333,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,,,,
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,,24,24,0,0,19;3;1;1,4,2,2,0.0833333333333,0.952083333333,0.764094370051,True,0,0.48,0.645,0.0783333333335,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,,,
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,中等,24,24,0,0,15;3;2;1;1;1;1,7,3,4,0.166666666667,0.9375,0.74034581238,True,0,0.33,0.545,0.17,,singleton_rich_boundary;not_automatically_difficult,,,,
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,困难,5,5,0,0,2;1;1;1,4,1,3,0.6,1,1,False,0,0.66,0.125,0.69,,short_horizon_or_unconfirmed_multi_pattern,,,,
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,中等,5,5,0,0,4;1,2,1,1,0.2,1,1,False,0.785,1,0.595,0.2125,,short_horizon_or_unconfirmed_multi_pattern,,,,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,简单,5,5,0,0,4;1,2,1,1,0.2,1,1,False,0.82,1,0.43,0.19,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,,,,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,简单,5,5,0,0,3;1;1,3,1,2,0.4,0.933333333333,0.926666666667,False,0.42,0.8,0.17,0.175,,short_horizon_or_unconfirmed_multi_pattern,,,,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,,5,5,0,0,1;1;1;1;1,5,0,5,1,,,False,0,0,0,1,,short_horizon_or_unconfirmed_multi_pattern,,,,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,,4,4,0,1,2;1;1,3,1,2,0.5,1,,False,0,0.505,0.175,0.505,,short_horizon_or_unconfirmed_multi_pattern,,,,
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,简单,24,24,0,0,20;3;1,3,2,1,0.0416666666667,1,0.991712707182,True,0,0.745,0.86,0.0408333333334,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,,,
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,manual,,5,5,0,0,5,1,1,0,0,1,1,False,1,1,1,0,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,,,,
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,manual,,5,5,0,0,1;1;1;1;1,5,0,5,1,,,False,0,0,0,1,,short_horizon_or_unconfirmed_multi_pattern,,,,
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,困难,5,5,0,1,1;1;1;1;1,5,0,5,1,,,False,0,0,0,1,,short_horizon_or_unconfirmed_multi_pattern,,,,
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,简单,5,5,0,0,4;1,2,1,1,0.2,1,,False,0.795,1,0.475,0.22,,short_horizon_or_unconfirmed_multi_pattern,,,,
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,manual,,5,5,0,0,2;1;1;1,4,1,3,0.6,1,,False,0,0.555,0.09,0.635,,short_horizon_or_unconfirmed_multi_pattern,,,,
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,简单,24,24,0,0,24,1,1,0,0,1,1,False,0.99,1,1,0,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,,,,
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,semi,,24,24,0,0,24,1,1,0,0,1,,False,0.36,1,1,0,,order_partition_or_count_boundary,,,,
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,semi,,24,24,0,0,22;2,2,2,0,0,0.958498023715,0.740080127326,True,0,0.51,0.655,0,,cluster_recovery_under_80pct_subsets_insufficient;not_automatically_difficult,,,,
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,困难,6,6,0,0,2;1;1;1;1,5,1,4,0.666666666667,1,1,False,0,0.68,0.185,0.71,,short_horizon_or_unconfirmed_multi_pattern,,,,
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,,6,6,0,0,2;1;1;1;1,5,1,4,0.666666666667,1,1,False,0,0.655,0.255,0.7275,,short_horizon_or_unconfirmed_multi_pattern,,,,
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,semi,,4,4,0,0,4,1,1,0,0,1,1,False,1,1,0.84,0,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,,,,
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,简单,24,24,0,0,23;1,2,1,1,0.0416666666667,1,,False,0.325,1,1,0.0416666666668,,order_partition_or_count_boundary,,,,
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,,7,7,0,0,5;2,2,2,0,0,1,1,False,0.565,0.565,0,0.0375,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,,,
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,semi,,5,5,0,0,4;1,2,1,1,0.2,1,1,False,0.81,1,0.52,0.21,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,,,,
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,困难,23,23,0,0,5;4;3;3;2;2;1;1;1;1,10,6,4,0.173913043478,1,1,False,0,0.285,0.45,0.210833333333,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,,,,
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,简单,5,5,0,1,5,1,1,0,0,1,1,False,1,1,0.505,0,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,,,,
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,semi,简单,4,4,0,0,2;1;1,3,1,2,0.5,1,1,False,0,0.515,0.2,0.265,,short_horizon_or_unconfirmed_multi_pattern,,,,
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,semi,,24,23,1,0,13;5;2;2;1,5,4,1,0.0434782608696,1,1,False,0,0.405,0.505,0.0650000000001,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,,,
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,manual,,24,24,0,0,12;11;1,3,2,1,0.0416666666667,0.992361111111,0.963918900544,True,0,0.97,0.98,0.0341666666667,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,,,
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,,23,23,0,0,15;7;1,3,2,1,0.0434782608696,0.947736188297,0.794364925516,True,0,0.7,0.795,0.0458333333334,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,,,
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,manual,,5,5,0,0,3;1;1,3,1,2,0.4,1,,False,0.4,0.765,0.215,0.3675,,short_horizon_or_unconfirmed_multi_pattern,,,,
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,semi,,4,4,0,0,4,1,1,0,0,1,,False,0,0,0,0,,short_horizon_or_unconfirmed_multi_pattern,,,,
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,manual,,5,5,0,0,1;1;1;1;1,5,0,5,1,,,False,0,0,0,1,,short_horizon_or_unconfirmed_multi_pattern,,,,
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,manual,,5,5,0,0,4;1,2,1,1,0.2,0.95,,False,0.585,0.81,0.47,0,,short_horizon_or_unconfirmed_multi_pattern,,,,
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,manual,,5,5,0,0,3;2,2,2,0,0,1,1,False,0.575,0.575,0,0.065,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,,,
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,manual,,24,24,0,0,17;3;1;1;1;1,6,2,4,0.166666666667,0.858180607769,,True,0,0.275,0.53,0.153333333333,,singleton_rich_boundary;not_automatically_difficult,,,,
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,manual,,5,5,0,0,5,1,1,0,0,1,1,False,1,1,0.79,0,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,,,,
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,semi,,5,5,0,0,4;1,2,1,1,0.2,1,1,False,0.79,1,0.61,0.22,,short_horizon_or_unconfirmed_multi_pattern,,,,
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,,23,23,0,0,15;2;2;1;1;1;1,7,3,4,0.173913043478,1,,False,0,0.445,0.565,0.194166666667,,singleton_rich_boundary;not_automatically_difficult,,,,
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,manual,,6,6,0,0,5;1,2,1,1,0.166666666667,0.966666666667,,False,0.665,1,0.115,0,,short_horizon_or_unconfirmed_multi_pattern,,,,
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,manual,,6,6,0,0,3;3,2,2,0,0,1,1,False,0.805,0.805,0,0,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,,,,
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,manual,,5,5,0,0,2;2;1,3,2,1,0.2,1,1,False,0,0.225,0,0.305,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,,,
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,manual,,6,6,0,0,2;1;1;1;1,5,1,4,0.666666666667,1,,False,0,0.71,0.245,0.6975,,short_horizon_or_unconfirmed_multi_pattern,,,,
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,manual,,5,5,0,0,3;2,2,2,0,0,1,1,False,0.595,0.595,0,0.05,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,,,
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,,23,23,0,0,7;3;3;3;2;2;1;1;1,9,6,3,0.130434782609,0.944444444444,,True,0,0.14,0.23,0.1025,,order_partition_or_count_boundary,,,,
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,简单,24,24,0,0,16;7;1,3,2,1,0.0416666666667,0.874131944444,0.635578907204,True,0,0.215,0.43,0,,cluster_recovery_under_80pct_subsets_insufficient;not_automatically_difficult,,,,
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,manual,,5,5,0,0,3;1;1,3,1,2,0.4,1,,False,0.58,1,0.26,0.42,,short_horizon_or_unconfirmed_multi_pattern,,,,
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,semi,,4,4,0,0,4,1,1,0,0,1,,False,0,0,0,0,,short_horizon_or_unconfirmed_multi_pattern,,,,
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,manual,,5,5,0,0,3;1;1,3,1,2,0.4,1,,False,0.325,0.78,0.18,0.435,,short_horizon_or_unconfirmed_multi_pattern,,,,
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,manual,,24,23,1,0,4;3;2;2;2;2;1;1;1;1;1;1;1;1,14,6,8,0.347826086957,0.984126984127,0.940677966102,False,0,0.085,0.22,0.345,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,,,,
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,,24,24,0,0,6;4;2;1;1;1;1;1;1;1;1;1;1;1;1,15,3,12,0.5,1,1,False,0,0.33,0.57,0.510833333333,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,,,,
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,manual,,24,24,0,0,22;1;1,3,1,2,0.0833333333333,0.981060606061,,False,0,0.78,0.865,0.0350000000001,,order_partition_or_count_boundary,,,,
zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,manual,,1,1,0,0,1,1,0,1,1,,,False,,,,,,too_few_valid_people,,,,
zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,manual,,4,4,0,0,3;1,2,1,1,0.25,1,,False,0.735,1,0.535,0.265,,short_horizon_or_unconfirmed_multi_pattern,,,,
zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,manual,,4,4,0,0,3;1,2,1,1,0.25,1,,False,0.725,1,0.545,0.275,,short_horizon_or_unconfirmed_multi_pattern,,,,
zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,manual,,2,2,0,0,2,1,1,0,0,,,False,,,,,,too_few_valid_people,,,,
zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,manual,,4,4,0,0,3;1,2,1,1,0.25,1,,False,0.715,1,0.57,0.285,,short_horizon_or_unconfirmed_multi_pattern,,,,
zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,manual,,2,2,0,0,2,1,1,0,0,,,False,,,,,,too_few_valid_people,,,,
