annotator_id,language,completion_status,eligible_for_primary_prescreen_candidate,project_id,task_id,dataset_group,condition,worker_scope_raw,worker_scope_normalized,task_final_scope,task_scope_adjudication_source,worker_scope_response,geometry_valid_or_present,geometry_primary_possible,scope_response_primary_eligible,notes
12,zh,complete,True,28,3082,PreScreen_manual,manual,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
13,zh,complete,True,28,3082,PreScreen_manual,manual,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
14,zh,complete,True,28,3082,PreScreen_manual,manual,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
15,zh,complete,True,28,3082,PreScreen_manual,manual,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
17,zh,complete,True,28,3082,PreScreen_manual,manual,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
19,zh,known_bad_complete,False,28,3082,PreScreen_manual,manual,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
21,zh,complete,True,28,3082,PreScreen_manual,manual,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
6,zh,complete,True,28,3082,PreScreen_manual,manual,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
8,zh,complete,True,28,3082,PreScreen_manual,manual,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
10,zh,complete,True,29,3083,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
11,zh,complete,True,29,3083,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
12,zh,complete,True,29,3083,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
13,zh,complete,True,29,3083,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
14,zh,complete,True,29,3083,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
15,zh,complete,True,29,3083,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
17,zh,complete,True,29,3083,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
18,zh,pending_completion,False,29,3083,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
19,zh,known_bad_complete,False,29,3083,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
2,zh,pending_completion,False,29,3083,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
21,zh,complete,True,29,3083,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
6,zh,complete,True,29,3083,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
8,zh,complete,True,29,3083,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
10,zh,complete,True,29,3084,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
11,zh,complete,True,29,3084,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
12,zh,complete,True,29,3084,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
13,zh,complete,True,29,3084,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
14,zh,complete,True,29,3084,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
15,zh,complete,True,29,3084,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
17,zh,complete,True,29,3084,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
18,zh,pending_completion,False,29,3084,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
19,zh,known_bad_complete,False,29,3084,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
2,zh,pending_completion,False,29,3084,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
21,zh,complete,True,29,3084,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
6,zh,complete,True,29,3084,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
8,zh,complete,True,29,3084,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
10,zh,complete,True,29,3085,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
11,zh,complete,True,29,3085,PreScreen_semi,semi,oos_split_level,oos,in_scope,final_gold,scope_false_positive,True,True,True,dry_run_partial_snapshot
12,zh,complete,True,29,3085,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
13,zh,complete,True,29,3085,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
14,zh,complete,True,29,3085,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
15,zh,complete,True,29,3085,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
17,zh,complete,True,29,3085,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
18,zh,pending_completion,False,29,3085,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
19,zh,known_bad_complete,False,29,3085,PreScreen_semi,semi,oos_split_level,oos,in_scope,final_gold,scope_false_positive,True,True,False,dry_run_partial_snapshot
2,zh,pending_completion,False,29,3085,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
21,zh,complete,True,29,3085,PreScreen_semi,semi,oos_split_level,oos,in_scope,final_gold,scope_false_positive,True,True,True,dry_run_partial_snapshot
6,zh,complete,True,29,3085,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
8,zh,complete,True,29,3085,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
10,zh,complete,True,29,3086,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
11,zh,complete,True,29,3086,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
12,zh,complete,True,29,3086,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
13,zh,complete,True,29,3086,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
14,zh,complete,True,29,3086,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
15,zh,complete,True,29,3086,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
17,zh,complete,True,29,3086,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
18,zh,pending_completion,False,29,3086,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
19,zh,known_bad_complete,False,29,3086,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
2,zh,pending_completion,False,29,3086,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
21,zh,complete,True,29,3086,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
6,zh,complete,True,29,3086,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
8,zh,complete,True,29,3086,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
10,zh,complete,True,29,3087,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
11,zh,complete,True,29,3087,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
12,zh,complete,True,29,3087,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
13,zh,complete,True,29,3087,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
14,zh,complete,True,29,3087,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
15,zh,complete,True,29,3087,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
17,zh,complete,True,29,3087,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
18,zh,pending_completion,False,29,3087,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
19,zh,known_bad_complete,False,29,3087,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
2,zh,pending_completion,False,29,3087,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
21,zh,complete,True,29,3087,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
6,zh,complete,True,29,3087,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
8,zh,complete,True,29,3087,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
10,zh,complete,True,29,3088,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
11,zh,complete,True,29,3088,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
12,zh,complete,True,29,3088,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
13,zh,complete,True,29,3088,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
14,zh,complete,True,29,3088,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
15,zh,complete,True,29,3088,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
17,zh,complete,True,29,3088,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
18,zh,pending_completion,False,29,3088,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
19,zh,known_bad_complete,False,29,3088,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
2,zh,pending_completion,False,29,3088,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
21,zh,complete,True,29,3088,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
6,zh,complete,True,29,3088,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
8,zh,complete,True,29,3088,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
10,zh,complete,True,29,3089,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
11,zh,complete,True,29,3089,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
12,zh,complete,True,29,3089,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
13,zh,complete,True,29,3089,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
14,zh,complete,True,29,3089,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
15,zh,complete,True,29,3089,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
17,zh,complete,True,29,3089,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
18,zh,pending_completion,False,29,3089,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
19,zh,known_bad_complete,False,29,3089,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
2,zh,pending_completion,False,29,3089,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
21,zh,complete,True,29,3089,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
6,zh,complete,True,29,3089,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
8,zh,complete,True,29,3089,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
10,zh,complete,True,29,3090,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
11,zh,complete,True,29,3090,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
12,zh,complete,True,29,3090,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
13,zh,complete,True,29,3090,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
14,zh,complete,True,29,3090,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
15,zh,complete,True,29,3090,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
17,zh,complete,True,29,3090,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
18,zh,pending_completion,False,29,3090,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
19,zh,known_bad_complete,False,29,3090,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
21,zh,complete,True,29,3090,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
6,zh,complete,True,29,3090,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
8,zh,complete,True,29,3090,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
10,zh,complete,True,29,3091,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
11,zh,complete,True,29,3091,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
12,zh,complete,True,29,3091,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
13,zh,complete,True,29,3091,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
14,zh,complete,True,29,3091,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
15,zh,complete,True,29,3091,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
17,zh,complete,True,29,3091,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
18,zh,pending_completion,False,29,3091,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
19,zh,known_bad_complete,False,29,3091,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
21,zh,complete,True,29,3091,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
6,zh,complete,True,29,3091,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
8,zh,complete,True,29,3091,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
10,zh,complete,True,29,3092,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
11,zh,complete,True,29,3092,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
12,zh,complete,True,29,3092,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
13,zh,complete,True,29,3092,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
14,zh,complete,True,29,3092,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
15,zh,complete,True,29,3092,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
17,zh,complete,True,29,3092,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
18,zh,pending_completion,False,29,3092,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
19,zh,known_bad_complete,False,29,3092,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
21,zh,complete,True,29,3092,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
6,zh,complete,True,29,3092,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
8,zh,complete,True,29,3092,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
10,zh,complete,True,29,3093,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
11,zh,complete,True,29,3093,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
12,zh,complete,True,29,3093,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
13,zh,complete,True,29,3093,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
14,zh,complete,True,29,3093,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
15,zh,complete,True,29,3093,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
17,zh,complete,True,29,3093,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
18,zh,pending_completion,False,29,3093,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
19,zh,known_bad_complete,False,29,3093,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
21,zh,complete,True,29,3093,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
6,zh,complete,True,29,3093,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
8,zh,complete,True,29,3093,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
10,zh,complete,True,29,3094,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
11,zh,complete,True,29,3094,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
12,zh,complete,True,29,3094,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
13,zh,complete,True,29,3094,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
14,zh,complete,True,29,3094,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
15,zh,complete,True,29,3094,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
17,zh,complete,True,29,3094,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
18,zh,pending_completion,False,29,3094,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
19,zh,known_bad_complete,False,29,3094,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,False,dry_run_partial_snapshot
21,zh,complete,True,29,3094,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
6,zh,complete,True,29,3094,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
8,zh,complete,True,29,3094,PreScreen_semi,semi,normal,in_scope,in_scope,final_gold,correct_in_scope,True,True,True,dry_run_partial_snapshot
10,zh,complete,True,29,3095,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
11,zh,complete,True,29,3095,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
12,zh,complete,True,29,3095,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
13,zh,complete,True,29,3095,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
14,zh,complete,True,29,3095,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
15,zh,complete,True,29,3095,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
17,zh,complete,True,29,3095,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
18,zh,pending_completion,False,29,3095,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,False,dry_run_partial_snapshot
19,zh,known_bad_complete,False,29,3095,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,False,dry_run_partial_snapshot
21,zh,complete,True,29,3095,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
6,zh,complete,True,29,3095,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
8,zh,complete,True,29,3095,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
10,zh,complete,True,29,3096,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
11,zh,complete,True,29,3096,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
12,zh,complete,True,29,3096,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
13,zh,complete,True,29,3096,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
14,zh,complete,True,29,3096,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
15,zh,complete,True,29,3096,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
17,zh,complete,True,29,3096,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
18,zh,pending_completion,False,29,3096,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,False,dry_run_partial_snapshot
19,zh,known_bad_complete,False,29,3096,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,False,dry_run_partial_snapshot
21,zh,complete,True,29,3096,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
6,zh,complete,True,29,3096,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
8,zh,complete,True,29,3096,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
10,zh,complete,True,29,3097,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
11,zh,complete,True,29,3097,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
12,zh,complete,True,29,3097,PreScreen_semi,semi,normal,in_scope,in_scope,synthetic_asset_expert_review,correct_in_scope,True,False,True,dry_run_partial_snapshot
