review_id,image_id,paired_image_id,reason,question,affected_conclusion,subjective_tag,coarse_source,coarse_category,AI_main_space,AI_main_source,room_id,room_relation_status,numeric_trigger,canonical_ids,worker_ids,recommended_numeric_cut,source,hohonet_points,bi_enclosed_points,bi_extended_points,bi_scope_difference,feedback_p_simple,feedback_p_medium,feedback_p_hard,manual_n_valid,manual_supported_modes,manual_singleton_fraction
Q030,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,mixed_display_G184,确认“淋浴内部为主”是否改变实际标注对象/范围；玻璃外主浴室是背景还是任务目标？核查中等与困难差别，不能依据玻璃材质自动决定边界。,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,困难,早期争议复核导出.user_type,卫浴,主浴室为主,AI_new_spatial_review,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,group=G184; tag=困难; paired_tag=中等; relation=overlap_with_pending_or_unsupported,8f3735d531f44f7b44c8;6bcb7c06bee48a668fc1;9e5409147dcedaf906b7;16f88794bfabdd24c227;b593f337fea5cb8bf3f2,W001;W002;W012;W034;W037,".05,.10,.20",numeric/text triage only; image not viewed,20,23.5,21.5,0.121049810724,6.52937444556e-07,0.484310358763,0.515689015388,5,0,1
Q031,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,mixed_display_G202,核查浴缸中央与门侧/连通通道视点的主空间、门洞和墙顶边界；两张困难与三张中等是否有可复核的结构/可见证据差别？,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,中等,早期争议复核导出.user_type,卫浴,浴缸与大镜台,AI_new_spatial_review,supported_component:wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,supported_component,group=G202; tag=中等; paired_tag=困难; relation=supported_component,,,".05,.10,.20",numeric/text triage only; image not viewed,8,8,8,0.000316824041414,0.181605294347,0.152561888099,0.665832817554,,,
Q032,wc2JMjhGNzB_479b5e13d201492086bb3b69be5b124d,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,mixed_display_G202,核查浴缸中央与门侧/连通通道视点的主空间、门洞和墙顶边界；两张困难与三张中等是否有可复核的结构/可见证据差别？,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,中等,早期争议复核导出.user_type,卫浴,主卫浴缸中央,AI_new_spatial_review,supported_component:wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,supported_component,group=G202; tag=中等; paired_tag=困难; relation=supported_component,,,".05,.10,.20",numeric/text triage only; image not viewed,8,8,8,0.00111713580455,0.181605294347,0.152561888099,0.665832817554,,,
Q033,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,mixed_display_G202,核查浴缸中央与门侧/连通通道视点的主空间、门洞和墙顶边界；两张困难与三张中等是否有可复核的结构/可见证据差别？,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,困难,后续41图亲审.current_classification.coarse_type,卫浴,主卫及其相连通道,AI_new_spatial_review,supported_component:wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,supported_component,group=G202; tag=困难; paired_tag=中等; relation=supported_component,3e41c936412b1a992027;0a731b8cdc864c572e8b;41a7f33047a9e0342ac0;d1099761985f8bcdd357;f2c02631f6c62e58089e;cd704d1ba32661d8d74e,W013;W014;W028;W029;W034;W035,".05,.10,.20",numeric/text triage only; image not viewed,24,12,12,0.00146623623759,0.122031986713,9.9352075722e-07,0.877967000008,6,1,0.666666666667
Q034,wc2JMjhGNzB_aeb3199e10354e45a4884bb185c03257,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,mixed_display_G202,核查浴缸中央与门侧/连通通道视点的主空间、门洞和墙顶边界；两张困难与三张中等是否有可复核的结构/可见证据差别？,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,中等,早期争议复核导出.user_type,卫浴,主卫浴缸区,AI_new_spatial_review,supported_component:wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,supported_component,group=G202; tag=中等; paired_tag=困难; relation=supported_component,,,".05,.10,.20",numeric/text triage only; image not viewed,16,8,8,0.000350510252559,0.230476483703,0.0064268829301,0.763096630573,,,
Q035,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,mixed_display_G202,核查浴缸中央与门侧/连通通道视点的主空间、门洞和墙顶边界；两张困难与三张中等是否有可复核的结构/可见证据差别？,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,困难,早期争议复核导出.user_type,卫浴,主卫马桶隔间门侧,AI_new_spatial_review,supported_component:wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,supported_component,group=G202; tag=困难; paired_tag=中等; relation=supported_component,0a79e9b207c32db39202;0ba3c33cb0e05abf58ae;cc4b77a1e08c03d24b8b;45c7e6b9c0f075b709c5;23115303fffe0aeeb5be;ea7fabdfe31667749db1;9468385d865a6955cb73;e0a58597afa7f260d97e;c6821c31452459c11f75;9d17cd836d7fc38ad108;35e84449b82da019aab5;303a694734e00bd95c83;ae7096d6a5b271deaac2;f235b3c540b6882e63cb;8f784855d8bd4f3a9024;64a7b681289e1d9e5c28;b1ce4141a47902a64e35;d704f69a1c7c5327e638;ea7f2a3fdcd3a9d42d55;1f84dbf5541abdd7a52b;decd9e3adcbe39aed044;014b4e58073b849f7ed9;097614c2e4d646b9059e,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,".05,.10,.20",numeric/text triage only; image not viewed,19,9,15,0.0412561527445,0.0759487450123,0.085038639605,0.839012622833,23,6,0.173913043478
Q036,wc2JMjhGNzB_479b5e13d201492086bb3b69be5b124d,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,DINO_similar_tag_discordant,核查模型近邻究竟共享类别/装修背景，还是共享主空间可见性与标注范围；为什么已有人工难易判断不同？,DINO是否刻画类别内难易，还是只检索相似外观,中等,早期争议复核导出.user_type,卫浴,主卫浴缸中央,AI_new_spatial_review,supported_component:wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,supported_component,block12 panorama mean cosine=0.97561551; different-building same-coarse; tags=中等/困难,,,".05,.10,.20",numeric/text triage only; image not viewed,8,8,8,0.00111713580455,0.181605294347,0.152561888099,0.665832817554,,,
Q037,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,wc2JMjhGNzB_479b5e13d201492086bb3b69be5b124d,DINO_similar_tag_discordant,核查模型近邻究竟共享类别/装修背景，还是共享主空间可见性与标注范围；为什么已有人工难易判断不同？,DINO是否刻画类别内难易，还是只检索相似外观,困难,早期争议复核导出.user_type,卫浴,中央椭圆浴缸主卫,AI_new_spatial_review,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,block12 panorama mean cosine=0.97561551; different-building same-coarse; tags=困难/中等,909609a391f9f07e1416;7b8145a07f5a20482e72,W030;W031,".05,.10,.20",numeric/text triage only; image not viewed,20,16,16,0.000890045819291,9.19022738799e-07,0.297150045633,0.702849030495,2,0,1
Q038,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,wc2JMjhGNzB_479b5e13d201492086bb3b69be5b124d,DINO_similar_tag_discordant,核查模型近邻究竟共享类别/装修背景，还是共享主空间可见性与标注范围；为什么已有人工难易判断不同？,DINO是否刻画类别内难易，还是只检索相似外观,困难,早期争议复核导出.user_type,卫浴,主卫近淋浴,AI_new_spatial_review,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,block12 panorama mean cosine=0.97505716; different-building same-coarse; tags=困难/中等,45ac613c561811cb4a0d;e61e5cb856a564b7a01f;d8cb18bc158b295d867a;2e25450d5668732450c2;4f87d786ffa037888bac;12fdc91e2fd278aac0c7;7234128122016861cabd;9f1b2668af9bbb8c27ab;6b1d44df0ab19f6b9f32;955fdd77aab2e02c77b7;464d1f8e2646f0b168b2;6f392909790d7b83bad3;3278b0b885357fd483ef;aefffe82b59c80b70615;999a08307d0cb1737ba3;178ede5b2fef8ba1828e;00c60f620f2c87cd54da;e0e306b7d1de04330bc5;6f7020870942eee83774,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W029;W030;W031;W032;W033;W034;W035;W036;W037,".05,.10,.20",numeric/text triage only; image not viewed,20,12,12,0.000414621227055,0.0728439837694,0.207439243793,0.719716787338,19,4,0.105263157895
Q039,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,DINO_similar_tag_discordant,核查模型近邻究竟共享类别/装修背景，还是共享主空间可见性与标注范围；为什么已有人工难易判断不同？,DINO是否刻画类别内难易，还是只检索相似外观,中等,早期争议复核导出.user_type,卫浴,浴缸与大镜台,AI_new_spatial_review,supported_component:wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,supported_component,block12 panorama mean cosine=0.97215387; different-building same-coarse; tags=中等/困难,,,".05,.10,.20",numeric/text triage only; image not viewed,8,8,8,0.000316824041414,0.181605294347,0.152561888099,0.665832817554,,,
Q040,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,DINO_similar_tag_discordant,核查模型近邻究竟共享类别/装修背景，还是共享主空间可见性与标注范围；为什么已有人工难易判断不同？,DINO是否刻画类别内难易，还是只检索相似外观,困难,早期争议复核导出.user_type,卫浴,主卫洗手台侧,AI_new_spatial_review,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,block12 panorama mean cosine=0.97112644; different-building same-coarse; tags=困难/中等,165a2fd857e8341d4a8e;1907e5aeb8f3d6578ad3;4f5b58a8268243d50888;e1491370f166c6c5a7d6;0fce729d57cd25ee8f7c,W011;W030;W031;W035;W037,".05,.10,.20",numeric/text triage only; image not viewed,28,16,16,0.00152696549915,9.48640206389e-07,0.147381603718,0.852617442608,5,1,0.6
Q041,uNb9QFRL6hY_fd10460fd2bc4c52af84e36e89357269,jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,DINO_similar_tag_discordant,核查模型近邻究竟共享类别/装修背景，还是共享主空间可见性与标注范围；为什么已有人工难易判断不同？,DINO是否刻画类别内难易，还是只检索相似外观,简单,早期争议复核导出.user_type,卧室,睡眠为主；休憩次要,AI_new_spatial_review,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,block12 panorama mean cosine=0.96986179; different-building same-coarse; tags=简单/中等,,,".05,.10,.20",numeric/text triage only; image not viewed,8,8,12,0.0154767973143,0.783617258072,0.153001949191,0.0633807703853,,,
Q042,jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,uNb9QFRL6hY_fd10460fd2bc4c52af84e36e89357269,DINO_similar_tag_discordant,核查模型近邻究竟共享类别/装修背景，还是共享主空间可见性与标注范围；为什么已有人工难易判断不同？,DINO是否刻画类别内难易，还是只检索相似外观,中等,早期争议复核导出.user_type,卧室,卧室为主,AI_new_spatial_review,supported_component:jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,supported_component,block12 panorama mean cosine=0.96986179; different-building same-coarse; tags=中等/简单,,,".05,.10,.20",numeric/text triage only; image not viewed,8,12,11,0.000514868124327,0.799913585186,0.200085431337,9.65669187281e-07,,,
Q043,wc2JMjhGNzB_aeb3199e10354e45a4884bb185c03257,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,DINO_similar_tag_discordant,核查模型近邻究竟共享类别/装修背景，还是共享主空间可见性与标注范围；为什么已有人工难易判断不同？,DINO是否刻画类别内难易，还是只检索相似外观,中等,早期争议复核导出.user_type,卫浴,主卫浴缸区,AI_new_spatial_review,supported_component:wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,supported_component,block12 panorama mean cosine=0.96933088; different-building same-coarse; tags=中等/困难,,,".05,.10,.20",numeric/text triage only; image not viewed,16,8,8,0.000350510252559,0.230476483703,0.0064268829301,0.763096630573,,,
Q044,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe,DINO_similar_tag_discordant,核查模型近邻究竟共享类别/装修背景，还是共享主空间可见性与标注范围；为什么已有人工难易判断不同？,DINO是否刻画类别内难易，还是只检索相似外观,中等,早期争议复核导出.user_type,卧室,卧室为主,AI_new_spatial_review,supported_component:jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,supported_component,block12 panorama mean cosine=0.96831194; different-building same-coarse; tags=中等/简单,61b8048903e56202028a,W017,".05,.10,.20",numeric/text triage only; image not viewed,12,22,26,0.00669477808035,0.482100635767,0.171721056104,0.346178293228,1,0,1
Q045,e9zR4mvMWw7_1cbe7276fcee411c8695f5f11ac45eb5,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,DINO_similar_tag_discordant,核查模型近邻究竟共享类别/装修背景，还是共享主空间可见性与标注范围；为什么已有人工难易判断不同？,DINO是否刻画类别内难易，还是只检索相似外观,简单,早期争议复核导出.user_type,卧室,卧室为主,AI_new_spatial_review,supported_component:e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,supported_component,block12 panorama mean cosine=0.96788699; different-building same-coarse; tags=简单/中等,,,".05,.10,.20",numeric/text triage only; image not viewed,8,8,8,0.000362585646793,0.679681718349,0.320317327976,9.32292323341e-07,,,
Q046,jtcxE69GiFV_87e96c5b923840bc8276d949ff157948,uNb9QFRL6hY_fd10460fd2bc4c52af84e36e89357269,DINO_similar_tag_discordant,核查模型近邻究竟共享类别/装修背景，还是共享主空间可见性与标注范围；为什么已有人工难易判断不同？,DINO是否刻画类别内难易，还是只检索相似外观,中等,早期争议复核导出.user_type,卧室,卧室为主,AI_new_spatial_review,supported_component:jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,supported_component,block12 panorama mean cosine=0.96762415; different-building same-coarse; tags=中等/简单,,,".05,.10,.20",numeric/text triage only; image not viewed,8,12,12,0.000761389458435,0.798422515392,0.201576516032,9.96157723421e-07,,,
Q047,e9zR4mvMWw7_83347153d2184d33869626c6c83318f9,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,DINO_similar_tag_discordant,核查模型近邻究竟共享类别/装修背景，还是共享主空间可见性与标注范围；为什么已有人工难易判断不同？,DINO是否刻画类别内难易，还是只检索相似外观,简单,早期争议复核导出.user_type,卧室,卧室为主,AI_new_spatial_review,supported_component:e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,supported_component,block12 panorama mean cosine=0.96752403; different-building same-coarse; tags=简单/中等,,,".05,.10,.20",numeric/text triage only; image not viewed,8,8,8,0.000197008242812,0.679681718349,0.320317327976,9.32292323341e-07,,,
Q048,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,,heldout_mainstratum_counterexample,保留原人工难度，核查当前主空间文字是否遗漏了关键结构/遮挡，还是图像存在与既有判断不同的标注解释。,主空间分层预测的失效边界,中等,后续41图亲审.current_classification.coarse_type,卫浴,洗漱／淋浴为主；前室次要,AI_new_spatial_review,supported_component:uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,overlap_with_pending_or_unsupported,"heldout building; observed label=中等; predicted probabilities=0.0000,0.0000,1.0000; RPS=0.5000",36afcf88229ada00;40ac299ba105fdef;1bba99ddd10d5cc3;364426d6af6cf0a6;10617301d542a20b;1a2d29b10c49284d;ae0d0995727e574c;ae6d6070e397641b;51e9663a6ed29c7f;a6e17f93d9114eac;acf66ab0eca22cc1;3192a4c34488ebef;cd8b1dfaf95e7319;add487ea63e9bb01;ac36f041bfa78190;0541cfefecf4d012;1fa12b6cb64cfe27;0615e35bd4e08e07;a334e15731106e5e;1e45c715efe04bf6;6d05edefd05793bc;d623e23c25ff6f17;ec4505b0e4744e4e,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,".05,.10,.20",numeric/text triage only; image not viewed,16,16.5,17,0.000698781107904,8.21340393031e-07,0.385610878468,0.614388287067,23,4,0.260869565217
Q049,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,,heldout_mainstratum_counterexample,保留原人工难度，核查当前主空间文字是否遗漏了关键结构/遮挡，还是图像存在与既有判断不同的标注解释。,主空间分层预测的失效边界,中等,早期争议复核导出.user_type,卧室,睡眠为主；休憩次要,AI_new_spatial_review,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,"heldout building; observed label=中等; predicted probabilities=1.0000,0.0000,0.0000; RPS=0.5000",9b37138fe91ff43e;cc489ed26e6a6e97;1ca02860b4a7e7d2;35106d58264638aa;aeaf2ad30c3fe9b9;aba22d3e3811e1e8;0bc46f1a3b806213;d1d8b27617cb0ec5;edcd6c71a1b268da;6c5856c1f7aa16d9;e9fe122a6030b153;32708a527ceab167;08273d75b652c174;474b1e7bf36766ad;1b1c8090db93570b;28c293e3f02cd5e8;1712a484cb125952;825fe47e013bea16;0bbfe0599bf5bc91;24e4fbb4ada90859;acdca7ecab43b62d;2cb4cd43495e4462;765e8580e5786a73;11bfb64ccd2445aa,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,".05,.10,.20",numeric/text triage only; image not viewed,12,8,12,0.0039253028031,0.813148379326,0.0437769033015,0.143074706197,24,3,0.166666666667
Q050,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,,heldout_mainstratum_counterexample,保留原人工难度，核查当前主空间文字是否遗漏了关键结构/遮挡，还是图像存在与既有判断不同的标注解释。,主空间分层预测的失效边界,中等,早期争议复核导出.user_type,卧室,睡眠为主,AI_new_spatial_review,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,"heldout building; observed label=中等; predicted probabilities=0.9585,0.0415,0.0000; RPS=0.4593",0ab97a7e7082f598e237;35a9f318fa8bb9909db0;e4ccffc7a8756b7b0be4;200f0c572426f1ad5f6c;e141cec3bd166425f47c;cb5e672973105a2a1c43;d14d3e95941e544b31c6;f579b073015ccb5f87b1;cc9c520b1f8781f19e31;d82cf0aab412ea6e207e;0a6c2ab575a7b36f82bd;e714d76c74a373febbee;0359bc11d268822d94fd;7d1b82da44ed8dd8ef72;e53257d9b7428d4da0f5;a8282b826c2b83f1c177;bed357bd88baf4c32786;e7b36064adef9c88eb38;423d83b62a6b1fee7af4;a4015419d4289160ce21;46a22bc8081a9f80e282;6b145ff560adec834931;b7e7d86f528066fab226,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,".05,.10,.20",numeric/text triage only; image not viewed,8,8,8,0.000355099528691,0.839478671551,0.160520404577,9.48924594013e-07,23,3,0.0434782608696
Q051,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,,heldout_mainstratum_counterexample,保留原人工难度，核查当前主空间文字是否遗漏了关键结构/遮挡，还是图像存在与既有判断不同的标注解释。,主空间分层预测的失效边界,困难,早期争议复核导出.user_type,卫浴,主卫马桶隔间门侧,AI_new_spatial_review,supported_component:wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,supported_component,"heldout building; observed label=困难; predicted probabilities=0.0000,0.8998,0.1002; RPS=0.4049",0a79e9b207c32db39202;0ba3c33cb0e05abf58ae;cc4b77a1e08c03d24b8b;45c7e6b9c0f075b709c5;23115303fffe0aeeb5be;ea7fabdfe31667749db1;9468385d865a6955cb73;e0a58597afa7f260d97e;c6821c31452459c11f75;9d17cd836d7fc38ad108;35e84449b82da019aab5;303a694734e00bd95c83;ae7096d6a5b271deaac2;f235b3c540b6882e63cb;8f784855d8bd4f3a9024;64a7b681289e1d9e5c28;b1ce4141a47902a64e35;d704f69a1c7c5327e638;ea7f2a3fdcd3a9d42d55;1f84dbf5541abdd7a52b;decd9e3adcbe39aed044;014b4e58073b849f7ed9;097614c2e4d646b9059e,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,".05,.10,.20",numeric/text triage only; image not viewed,19,9,15,0.0412561527445,0.0759487450123,0.085038639605,0.839012622833,23,6,0.173913043478
Q052,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,,heldout_mainstratum_counterexample,保留原人工难度，核查当前主空间文字是否遗漏了关键结构/遮挡，还是图像存在与既有判断不同的标注解释。,主空间分层预测的失效边界,中等,早期争议复核导出.user_type,卫浴,淋浴内部为主，玻璃外主浴室可见,AI_new_spatial_review,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,"heldout building; observed label=中等; predicted probabilities=0.0000,0.2687,0.7313; RPS=0.2674",e2af3853afde2a84287b;c56be6e4f5a0291cbfe7;0e9176654eefd5c9e285;353881dfb47a1686a026;586816fed8c7e04af03d,W008;W011;W031;W032;W033,".05,.10,.20",numeric/text triage only; image not viewed,12,13.5,13.5,0.00108664643962,9.4328851219e-07,0.397664874792,0.602334201336,5,1,0.2
Q053,VFuaQ6m2Qom_24d1e0ee55a542b68d600b81eae4f4d4,,heldout_mainstratum_counterexample,保留原人工难度，核查当前主空间文字是否遗漏了关键结构/遮挡，还是图像存在与既有判断不同的标注解释。,主空间分层预测的失效边界,困难,早期争议复核导出.user_type,卫浴,主卫近法式窗,AI_new_spatial_review,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,"heldout building; observed label=困难; predicted probabilities=0.0000,0.6996,0.3004; RPS=0.2447",,,".05,.10,.20",numeric/text triage only; image not viewed,12,16.5,15,0.00116715042516,9.04551711756e-07,0.432659804821,0.567339301109,,,
Q054,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,,heldout_mainstratum_counterexample,保留原人工难度，核查当前主空间文字是否遗漏了关键结构/遮挡，还是图像存在与既有判断不同的标注解释。,主空间分层预测的失效边界,困难,早期争议复核导出.user_type,卫浴,中央椭圆浴缸主卫,AI_new_spatial_review,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,"heldout building; observed label=困难; predicted probabilities=0.0000,0.6936,0.3064; RPS=0.2406",909609a391f9f07e1416;7b8145a07f5a20482e72,W030;W031,".05,.10,.20",numeric/text triage only; image not viewed,20,16,16,0.000890045819291,9.19022738799e-07,0.297150045633,0.702849030495,2,0,1
Q055,wc2JMjhGNzB_479b5e13d201492086bb3b69be5b124d,,heldout_mainstratum_counterexample,保留原人工难度，核查当前主空间文字是否遗漏了关键结构/遮挡，还是图像存在与既有判断不同的标注解释。,主空间分层预测的失效边界,中等,早期争议复核导出.user_type,卫浴,主卫浴缸中央,AI_new_spatial_review,supported_component:wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,supported_component,"heldout building; observed label=中等; predicted probabilities=0.0000,0.3349,0.6651; RPS=0.2212",,,".05,.10,.20",numeric/text triage only; image not viewed,8,8,8,0.00111713580455,0.181605294347,0.152561888099,0.665832817554,,,
Q056,jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,,heldout_mainstratum_counterexample,保留原人工难度，核查当前主空间文字是否遗漏了关键结构/遮挡，还是图像存在与既有判断不同的标注解释。,主空间分层预测的失效边界,中等,早期争议复核导出.user_type,卧室,卧室为主,AI_new_spatial_review,supported_component:jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,supported_component,"heldout building; observed label=中等; predicted probabilities=0.6245,0.3755,0.0000; RPS=0.1950",,,".05,.10,.20",numeric/text triage only; image not viewed,8,12,11,0.000514868124327,0.799913585186,0.200085431337,9.65669187281e-07,,,
Q057,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,,heldout_mainstratum_counterexample,保留原人工难度，核查当前主空间文字是否遗漏了关键结构/遮挡，还是图像存在与既有判断不同的标注解释。,主空间分层预测的失效边界,中等,早期争议复核导出.user_type,工作与学习,书房为主,AI_new_spatial_review,supported_component:uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,supported_component,"heldout building; observed label=中等; predicted probabilities=0.5556,0.3185,0.1259; RPS=0.1622",,,".05,.10,.20",numeric/text triage only; image not viewed,8,8,8,0.00035760551299,0.666409194469,0.274980425835,0.0586103387177,,,
Q058,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,,historical_process_semantics,六名真实人员形成两个支持模式：两类是否确实对应不同但合理范围/结构，还是坐标散布被切簇？,历史粗分类的语义有效性与聚类分区可识别性,,早期争议复核导出.user_type,通行与连接,走廊为主,AI_new_spatial_review,supported_component:uNb9QFRL6hY_14f2a8bc76f24d2ea495369bfde2f653,supported_component,See historical_bridge confirmation_disagreement / display_slice_per_image and review_modes,9e3ad1f70d2c02b5d41f;fd8bf72140d024b7cca4;93b27e06e9f3739effd4;ba970384157c74921eb4;6608319ee6b1e7808937;99daa7429bbca37b6238;14ac18968586cb14b07a;8ccb0872c31327a3e97d;4b61ee6ece084b2094c8;c018c01538024335ba14,W008;W010;W012;W013;W014;W015;W018;W034;W035;W037,".05,.10,.20",numeric/text triage only; image not viewed,,,,,,,,6,2,0
Q059,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,,historical_process_semantics,旧18+6同点数簇分离弱；请确认有无实质不同空间解释，不得根据算法已给出两簇而认定双解。,历史粗分类的语义有效性与聚类分区可识别性,,早期争议复核导出.user_type,卫浴,卫浴为主,AI_new_spatial_review,supported_component:X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,overlap_with_pending_or_unsupported,See historical_bridge confirmation_disagreement / display_slice_per_image and review_modes,6d60091b52a8a93c;d51ae1a5831a491f;b38098dbc883b897;b3d91348061353b4;d54323b15af787a3;00e1f0475f32cb49;d90b8277604eeace;7834e8d354a01da4;0fff707ce84d6609;62836cb5439d47d2;5436c4f88262ddc5;0c054ac3932985cb;121644cf341ee37d;6f9679a3058624e4;bc1cd87a35fe5e07;fe443220e5338d14;94d4b4a63d7f84cc;5e3a87e01e8c7a68;2b75349a0d747440;b2be1df92c78eded;fb8ee4635680f271;699e590cdc0187eb;67cd0f7506bc51c3;0f871667c1e1a335,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,".05,.10,.20",numeric/text triage only; image not viewed,,,,,,,,24,2,0
