base_task_id,building_id,image_reference,remote_reference_available,workspace_local_found,workspace_local_path,git_tracked_image_found,candidate_image_count
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a.jpg,True,True,data/mp3d_layout/img_v/e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a.jpg,False,3
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814.jpg,True,True,trap集/semi/跨门扩张/task493/e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814.png,True,4
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec.jpg,True,True,data/mp3d_layout/img_v/jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec.jpg,False,3
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,jh4fc5c5qoQ,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca.jpg,True,True,data/mp3d_layout/img_v/jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca.jpg,False,3
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,jh4fc5c5qoQ,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa.jpg,True,True,data/mp3d_layout/img_v/jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa.jpg,False,3
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,jh4fc5c5qoQ,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jh4fc5c5qoQ_855bc326ad174253b57626daf123c608.jpg,True,True,data/mp3d_layout/img_v/jh4fc5c5qoQ_855bc326ad174253b57626daf123c608.jpg,False,3
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,jh4fc5c5qoQ,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066.jpg,True,True,data/mp3d_layout/img_v/jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066.jpg,False,3
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,jh4fc5c5qoQ,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c.jpg,True,True,data/mp3d_layout/img_v/jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c.jpg,False,3
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,jh4fc5c5qoQ,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6.jpg,True,True,data/mp3d_layout/img_v/jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6.jpg,False,3
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,jtcxE69GiFV,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040.jpg,True,True,data/mp3d_layout/img_v/jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040.jpg,False,3
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad.jpg,True,True,data/mp3d_layout/img_v/jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad.jpg,False,3
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037.jpg,True,True,data/mp3d_layout/img_v/jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037.jpg,False,3
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,jtcxE69GiFV,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a.jpg,True,True,data/mp3d_layout/img_v/jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a.jpg,False,3
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,jtcxE69GiFV,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0.jpg,True,True,data/mp3d_layout/img_v/jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0.jpg,False,3
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,jtcxE69GiFV,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8.jpg,True,True,data/mp3d_layout/img_v/jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8.jpg,False,3
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,jtcxE69GiFV,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e.jpg,True,True,data/mp3d_layout/img_v/jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e.jpg,False,3
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,jtcxE69GiFV,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36.jpg,True,True,data/mp3d_layout/img_v/jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36.jpg,False,3
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,jtcxE69GiFV,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99.jpg,True,True,data/mp3d_layout/img_v/jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99.jpg,False,3
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_67790605390f4d439c3c59395967ec84.jpg,True,True,data/mp3d_layout/img_v/jtcxE69GiFV_67790605390f4d439c3c59395967ec84.jpg,False,3
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148.jpg,True,True,data/mp3d_layout/img_v/jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148.jpg,False,3
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10.jpg,True,True,data/mp3d_layout/img_v/jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10.jpg,False,3
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1.jpg,True,True,data/mp3d_layout/img_v/jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1.jpg,False,3
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e.jpg,True,True,data/mp3d_layout/img_v/jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e.jpg,False,3
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,jtcxE69GiFV,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd.jpg,True,True,data/mp3d_layout/img_v/jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd.jpg,False,3
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,jtcxE69GiFV,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266.jpg,True,True,data/mp3d_layout/img_v/jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266.jpg,False,3
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,pRbA3pwrgk9,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6.jpg,True,True,data/mp3d_layout/img_v/pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6.jpg,False,3
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78.jpg,True,True,data/mp3d_layout/img_v/pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78.jpg,False,3
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,pRbA3pwrgk9,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf.jpg,True,True,data/mp3d_layout/img_v/pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf.jpg,False,3
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,pRbA3pwrgk9,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pRbA3pwrgk9_16beb21e65a84850a509972190038d0e.jpg,True,True,data/mp3d_layout/img_v/pRbA3pwrgk9_16beb21e65a84850a509972190038d0e.jpg,False,3
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,pRbA3pwrgk9,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4.jpg,True,True,data/mp3d_layout/img_v/pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4.jpg,False,3
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1.jpg,True,True,data/mp3d_layout/img_v/pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1.jpg,False,3
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,pRbA3pwrgk9,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5.jpg,True,True,data/mp3d_layout/img_v/pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5.jpg,False,3
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494.jpg,True,True,data/mp3d_layout/img_v/pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494.jpg,False,3
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,pRbA3pwrgk9,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b.jpg,True,True,data/mp3d_layout/img_v/pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b.jpg,False,3
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930.jpg,True,True,data/mp3d_layout/img_v/pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930.jpg,False,3
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad.jpg,True,True,data/mp3d_layout/img_v/pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad.jpg,False,3
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b.jpg,True,True,data/mp3d_layout/img_v/pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b.jpg,False,3
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0.jpg,True,True,data/mp3d_layout/img_v/pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0.jpg,False,3
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pa4otMbVnkk_447755d931aa401097d8c0952a22b17e.jpg,True,True,data/mp3d_layout/img_v/pa4otMbVnkk_447755d931aa401097d8c0952a22b17e.jpg,False,3
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657.jpg,True,True,data/mp3d_layout/img_v/pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657.jpg,False,3
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e.jpg,True,True,data/mp3d_layout/img_v/pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e.jpg,False,3
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3.jpg,True,True,data/mp3d_layout/img_v/pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3.jpg,False,3
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a.jpg,True,True,data/mp3d_layout/img_v/pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a.jpg,False,3
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,pa4otMbVnkk,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pa4otMbVnkk_64ba4f267872432abdcb00af002649d5.jpg,True,True,data/mp3d_layout/img_v/pa4otMbVnkk_64ba4f267872432abdcb00af002649d5.jpg,False,3
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,pa4otMbVnkk,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6.jpg,True,True,data/mp3d_layout/img_v/pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6.jpg,False,3
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,pa4otMbVnkk,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1.jpg,True,True,data/mp3d_layout/img_v/pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1.jpg,False,3
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,pa4otMbVnkk,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1.jpg,True,True,data/mp3d_layout/img_v/pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1.jpg,False,3
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d.jpg,True,True,trap集/semi/跨门扩张/task499/q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d.png,True,5
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e.jpg,True,True,trap集/manual/非常简单/task556/q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e.png,True,4
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9.jpg,False,4
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20.jpg,False,4
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb.jpg,True,True,"trap集/OOS/错层,天花板下凸/task661/q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb.png",True,4
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd.jpg,True,True,data/mp3d_layout/img_v/q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd.jpg,False,3
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5.jpg,True,True,data/mp3d_layout/img_v/q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5.jpg,False,3
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.jpg,True,True,"trap集/manual/遮挡明显/task676(低优先,太难标注了,暂时不考虑)/q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.png",True,4
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103.jpg,True,True,data/mp3d_layout/img_v/q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103.jpg,False,3
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_a424533651804a38a55b1252daccc81e.jpg,True,True,data/mp3d_layout/img_v/q9vSo1VnCiC_a424533651804a38a55b1252daccc81e.jpg,False,3
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a.jpg,True,True,trap集/manual/遮挡明显/task562/q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a.png,True,4
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345.jpg,True,True,data/mp3d_layout/img_v/q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345.jpg,False,3
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2.jpg,True,True,data/mp3d_layout/img_v/q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2.jpg,False,3
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146.jpg,True,True,data/mp3d_layout/img_v/q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146.jpg,False,3
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_e74e843601574864a14517f990c748a0.jpg,True,True,"trap集/manual/遮挡明显/task635(低优先,有歧义,尽量不考虑)/q9vSo1VnCiC_e74e843601574864a14517f990c748a0.png",True,4
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0.jpg,True,True,data/mp3d_layout/img_v/q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0.jpg,False,3
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3.jpg,False,4
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff.jpg,False,4
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,True,True,trap集/manual/玻璃/task697/rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.png,True,4
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_1f14902595544e389c9c910c444e79e7.jpg,True,True,trap集/manual/遮挡明显/task677(略微有点遮挡)/rPc6DW4iMge_1f14902595544e389c9c910c444e79e7.png,True,4
rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_4350d36797324601adba7351d09602d2.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/rPc6DW4iMge_4350d36797324601adba7351d09602d2.jpg,False,4
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd.jpg,True,True,data/mp3d_layout/img_v/rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd.jpg,False,3
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2.jpg,True,True,data/mp3d_layout/img_v/rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2.jpg,False,3
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a.jpg,True,True,trap集/semi/跨门扩张/task668/rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a.png,True,4
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_cc15fb105d86466faafdd633f89148de.jpg,True,True,trap集/manual/非常简单/task554/rPc6DW4iMge_cc15fb105d86466faafdd633f89148de.png,True,4
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.jpg,True,True,trap集/manual/玻璃/task714(高难度)/rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.png,True,4
