image_id,building,condition,subset,observed_n,actual_full_n,workers,prefix_grade,prefix_status,full_grade,full_status,prefix_early,future_pair_coverage,definition
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,6,6,24,W008;W014;W015;W018;W032;W036,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.333333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,7,6,24,W006;W021;W028;W031;W032;W035,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.333333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,8,6,24,W002;W011;W013;W014;W034;W035,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.277777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,9,6,24,W006;W011;W017;W018;W021;W028,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.388888888889,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,10,6,24,W002;W027;W028;W033;W035;W037,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.166666666667,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,11,6,24,W012;W015;W017;W018;W027;W035,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.277777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0,6,24,W006;W008;W017;W029;W032;W037,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.777777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,1,6,24,W010;W011;W012;W027;W028;W035,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.722222222222,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,2,6,24,W002;W013;W027;W029;W031;W037,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.833333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,3,6,24,W017;W018;W028;W034;W035;W036,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0.533333333333,0.777777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,4,6,24,W012;W013;W014;W018;W021;W027,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.888888888889,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,5,6,24,W011;W013;W015;W018;W029;W030,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.777777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,6,6,24,W008;W011;W013;W015;W018;W027,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.833333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,7,6,24,W001;W028;W029;W030;W031;W036,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.666666666667,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,8,6,24,W012;W014;W015;W029;W035;W037,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.833333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,9,6,24,W001;W008;W031;W033;W036;W037,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.833333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,10,6,24,W001;W018;W030;W034;W035;W037,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.833333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,11,6,24,W011;W021;W032;W033;W035;W037,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.777777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,0,6,24,W001;W011;W033;W034;W035;W037,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,1,6,24,W002;W013;W021;W030;W031;W033,simple,assigned_observed_early,,stable_outside_three_tier_limits,1,0.833333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,2,6,24,W002;W011;W012;W030;W032;W036,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,3,6,24,W008;W012;W013;W018;W032;W037,simple,assigned_observed_early,,stable_outside_three_tier_limits,1,0.833333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,4,6,24,W008;W017;W018;W031;W035;W036,simple,assigned_observed_early,,stable_outside_three_tier_limits,1,0.833333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,5,6,24,W002;W012;W013;W021;W029;W034,simple,assigned_observed_early,,stable_outside_three_tier_limits,1,0.833333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,6,6,24,W011;W018;W021;W027;W032;W036,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,7,6,24,W001;W010;W015;W018;W021;W034,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,8,6,24,W001;W006;W008;W015;W017;W034,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,9,6,24,W008;W011;W012;W028;W031;W037,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,10,6,24,W002;W010;W018;W028;W033;W035,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,11,6,24,W001;W006;W029;W034;W035;W036,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,0,6,24,W002;W012;W013;W029;W030;W033,simple,assigned_observed_early,,stable_outside_three_tier_limits,1,0.944444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,1,6,24,W008;W014;W017;W028;W034;W036,simple,assigned_observed_early,,stable_outside_three_tier_limits,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,2,6,24,W011;W012;W015;W030;W035;W037,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0.566666666667,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,3,6,24,W006;W017;W021;W028;W029;W030,simple,assigned_observed_early,,stable_outside_three_tier_limits,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,4,6,24,W006;W010;W015;W017;W031;W036,simple,assigned_observed_early,,stable_outside_three_tier_limits,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,5,6,24,W002;W014;W021;W029;W031;W035,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0.666666666667,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,6,6,24,W001;W014;W027;W030;W034;W036,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,7,6,24,W011;W021;W027;W031;W034;W036,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0.7,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,8,6,24,W006;W008;W015;W027;W028;W032,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0.6,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,9,6,24,W001;W011;W012;W014;W035;W037,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0.266666666667,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,10,6,24,W012;W015;W018;W027;W036;W037,simple,assigned_observed_early,,stable_outside_three_tier_limits,1,0.944444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,11,6,24,W017;W018;W021;W031;W035;W037,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0.633333333333,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,0,6,24,W014;W018;W028;W031;W033;W036,simple,assigned_observed_early,,stable_outside_three_tier_limits,1,0.944444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,1,6,24,W010;W021;W029;W030;W032;W033,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,2,6,24,W012;W014;W021;W029;W031;W037,simple,assigned_observed_early,,stable_outside_three_tier_limits,1,0.944444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,3,6,24,W002;W015;W018;W027;W031;W033,simple,assigned_observed_early,,stable_outside_three_tier_limits,1,0.944444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,4,6,24,W001;W010;W027;W029;W034;W035,simple,assigned_observed_early,,stable_outside_three_tier_limits,1,0.944444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,5,6,24,W008;W015;W021;W029;W035;W037,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0.533333333333,0.944444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,6,6,24,W006;W021;W027;W029;W034;W036,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0.633333333333,0.944444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,7,6,24,W008;W017;W021;W027;W031;W037,simple,assigned_observed_early,,stable_outside_three_tier_limits,1,0.944444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,8,6,24,W008;W011;W013;W018;W028;W030,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0,0.944444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,9,6,24,W002;W010;W012;W015;W031;W034,simple,assigned_observed_early,,stable_outside_three_tier_limits,1,0.944444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,10,6,24,W001;W013;W014;W029;W030;W032,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,11,6,24,W001;W011;W018;W030;W031;W036,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0,0.944444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,0,6,24,W010;W011;W012;W018;W032;W037,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.777777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,1,6,24,W012;W013;W015;W027;W033;W035,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.777777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,2,6,24,W006;W008;W010;W017;W028;W034,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.722222222222,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,3,6,24,W001;W017;W027;W028;W033;W034,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.777777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,4,6,24,W006;W012;W014;W030;W033;W036,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.833333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,5,6,24,W001;W010;W018;W028;W034;W036,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.777777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,6,6,24,W006;W015;W028;W032;W033;W035,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.444444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,7,6,24,W008;W010;W012;W013;W028;W032,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.777777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,8,6,24,W018;W028;W029;W030;W031;W032,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.722222222222,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,9,6,24,W001;W010;W011;W017;W034;W036,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.722222222222,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,10,6,24,W008;W011;W014;W015;W017;W037,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0.533333333333,0.5,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,11,6,24,W002;W010;W013;W015;W021;W034,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.611111111111,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,0,6,24,W001;W011;W017;W029;W031;W034,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,1,6,24,W002;W010;W012;W017;W030;W037,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0.733333333333,0.888888888889,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,2,6,24,W006;W010;W011;W018;W028;W033,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0.566666666667,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,3,6,24,W002;W010;W014;W027;W030;W033,simple,assigned_observed_early,,stable_outside_three_tier_limits,1,0.888888888889,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,4,6,24,W006;W008;W021;W028;W029;W035,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,5,6,24,W006;W011;W015;W017;W029;W037,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0.666666666667,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,6,6,24,W001;W002;W013;W018;W028;W029,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0.7,0.888888888889,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,7,6,24,W001;W017;W018;W029;W030;W037,simple,assigned_observed_early,,stable_outside_three_tier_limits,1,0.888888888889,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,8,6,24,W008;W013;W027;W028;W031;W036,simple,assigned_observed_early,,stable_outside_three_tier_limits,1,0.888888888889,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,9,6,24,W008;W015;W021;W027;W034;W035,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0,0.888888888889,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,10,6,24,W008;W011;W012;W027;W028;W035,,limited_horizon_or_order_sensitive,,stable_outside_three_tier_limits,0,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,11,6,24,W008;W010;W014;W017;W021;W032,simple,assigned_observed_early,,stable_outside_three_tier_limits,1,0.888888888889,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,0,6,24,W002;W012;W013;W017;W028;W031,simple,assigned_observed_early,simple,assigned_observed_early,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,1,6,24,W001;W010;W013;W018;W031;W032,simple,assigned_observed_early,simple,assigned_observed_early,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,2,6,24,W001;W002;W027;W031;W032;W033,simple,assigned_observed_early,simple,assigned_observed_early,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,3,6,24,W002;W012;W013;W034;W035;W037,simple,assigned_observed_early,simple,assigned_observed_early,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,4,6,24,W001;W010;W013;W015;W021;W030,simple,assigned_observed_early,simple,assigned_observed_early,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,5,6,24,W002;W010;W013;W018;W034;W036,simple,assigned_observed_early,simple,assigned_observed_early,0.933333333333,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,6,6,24,W012;W027;W030;W034;W035;W037,simple,assigned_observed_early,simple,assigned_observed_early,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,7,6,24,W008;W012;W027;W028;W029;W036,simple,assigned_observed_early,simple,assigned_observed_early,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,8,6,24,W002;W018;W021;W027;W030;W032,simple,assigned_observed_early,simple,assigned_observed_early,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,9,6,24,W001;W010;W014;W017;W035;W037,simple,assigned_observed_early,simple,assigned_observed_early,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,10,6,24,W006;W008;W017;W028;W030;W036,simple,assigned_observed_early,simple,assigned_observed_early,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,11,6,24,W011;W018;W029;W032;W033;W035,simple,assigned_observed_early,simple,assigned_observed_early,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,0,6,24,W008;W010;W013;W014;W032;W033,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.111111111111,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,1,6,24,W001;W002;W006;W013;W028;W031,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.277777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,2,6,24,W002;W012;W013;W018;W028;W035,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.222222222222,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,3,6,24,W001;W002;W013;W015;W030;W031,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.5,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,4,6,24,W017;W027;W031;W032;W035;W036,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.277777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,5,6,24,W002;W015;W017;W018;W034;W037,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.222222222222,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,6,6,24,W012;W013;W014;W031;W035;W036,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0.6,0.111111111111,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
