image_id,code,building,scene,scene_source,display_groups,supported_groups,room_state,manual_people,manual_band,semi_people,submitters_all_ids,no_saved_submission_or_draft,unseen_english,in_original_112,in_any_current_candidate_pool,in_required,in_H,in_followup_proposal,oos_status,image_path,group_physical_same_states
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,UwV83HsGsw3,厨房与用餐,current_coarse_review；不采用未确认的新模型建议,"[""G049""]","[""G049""]",已有支持同房关系,24,8+,0,26,False,[],False,False,False,False,False,人工疑似或争议,data/mp3d_layout/test/img/UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282.png,"{""G049"": ""支持""}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,UwV83HsGsw3,,current_coarse_review；不采用未确认的新模型建议,"[""G049""]","[""G049""]",已有支持同房关系,24,8+,0,26,False,[],False,False,False,False,False,人工疑似或争议,data/mp3d_layout/test/img/UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940.png,"{""G049"": ""支持""}"
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,UwV83HsGsw3,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G051""]","[""G051""]",已有支持同房关系,6,3—7,4,11,False,"[28, 32, 33, 36]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de.png,"{""G051"": ""支持""}"
UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98,UwV83HsGsw3-13,UwV83HsGsw3,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,"[""G054""]","[""G054""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98.png,"{""G054"": ""支持""}"
UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77,UwV83HsGsw3-14,UwV83HsGsw3,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G052""]","[""G052""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77.png,"{""G052"": ""支持""}"
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3-16,UwV83HsGsw3,起居与休闲,current_coarse_review；不采用未确认的新模型建议,"[""G049""]","[""G049""]",已有支持同房关系,5,3—7,0,5,False,"[30, 31, 32, 33, 34, 35, 37]",False,False,False,False,False,人工疑似或争议,data/mp3d_layout/test/img/UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc.png,"{""G049"": ""支持""}"
UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6,UwV83HsGsw3-19,UwV83HsGsw3,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G051""]","[""G051""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6.png,"{""G051"": ""支持""}"
UwV83HsGsw3_cfd92c05e31846e89144f7b2bb8e59a8,UwV83HsGsw3-20,UwV83HsGsw3,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G052"", ""G056""]","[""G052""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/UwV83HsGsw3_cfd92c05e31846e89144f7b2bb8e59a8.png,"{""G052"": ""支持"", ""G056"": ""不支持""}"
UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f,UwV83HsGsw3-21,UwV83HsGsw3,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G051""]","[""G051""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f.png,"{""G051"": ""支持""}"
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3-22,UwV83HsGsw3,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G051"", ""G056""]","[""G051""]",已有支持同房关系,5,3—7,0,5,False,"[28, 29, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980.png,"{""G051"": ""支持"", ""G056"": ""不支持""}"
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3-23,UwV83HsGsw3,起居与休闲,current_coarse_review；不采用未确认的新模型建议,"[""G049""]","[""G049""]",已有支持同房关系,24,8+,0,26,False,[],False,False,False,False,False,人工疑似或争议,data/mp3d_layout/test/img/UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407.png,"{""G049"": ""支持""}"
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom-01,VFuaQ6m2Qom,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G057"", ""G058""]","[""G057""]",已有支持同房关系,2,1—2,0,2,False,"[28, 29, 32, 33, 34, 35, 36, 37]",True,True,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a.png,"{""G057"": ""支持"", ""G058"": ""不支持""}"
VFuaQ6m2Qom_24d1e0ee55a542b68d600b81eae4f4d4,VFuaQ6m2Qom-02,VFuaQ6m2Qom,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G057""]","[""G057""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",True,True,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/VFuaQ6m2Qom_24d1e0ee55a542b68d600b81eae4f4d4.png,"{""G057"": ""支持""}"
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom-03,VFuaQ6m2Qom,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G059""]","[""G059""]",已有支持同房关系,2,1—2,0,2,False,"[28, 29, 30, 31, 32, 33, 34, 35]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e.png,"{""G059"": ""支持""}"
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom-04,VFuaQ6m2Qom,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G057""]","[""G057""]",已有支持同房关系,7,3—7,0,7,False,"[28, 29, 35, 36, 37]",True,True,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85.png,"{""G057"": ""支持""}"
VFuaQ6m2Qom_8a4ee4cfaba847cc8e68500039c9a916,VFuaQ6m2Qom-05,VFuaQ6m2Qom,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G059""]","[""G059""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/VFuaQ6m2Qom_8a4ee4cfaba847cc8e68500039c9a916.png,"{""G059"": ""支持""}"
VFuaQ6m2Qom_93510fabb581438887c1d3e65093b7ae,VFuaQ6m2Qom-06,VFuaQ6m2Qom,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G059""]","[""G059""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/VFuaQ6m2Qom_93510fabb581438887c1d3e65093b7ae.png,"{""G059"": ""支持""}"
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,VFuaQ6m2Qom,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G057""]","[""G057""]",已有支持同房关系,19,8+,0,20,False,[],True,True,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d.png,"{""G057"": ""支持""}"
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,VFuaQ6m2Qom,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G057""]","[""G057""]",已有支持同房关系,5,3—7,0,5,False,"[28, 29, 32, 33, 34, 36]",True,True,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8.png,"{""G057"": ""支持""}"
VFuaQ6m2Qom_f75a440593bb4140b899730917096859,VFuaQ6m2Qom-11,VFuaQ6m2Qom,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G057""]","[""G057""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",True,True,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/VFuaQ6m2Qom_f75a440593bb4140b899730917096859.png,"{""G057"": ""支持""}"
VLzqgDo317F_35299a16cf1e447da4c15c443929c27a,VLzqgDo317F-01,VLzqgDo317F,起居与休闲,current_coarse_review；不采用未确认的新模型建议,"[""G061"", ""G062""]","[""G062""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/VLzqgDo317F_35299a16cf1e447da4c15c443929c27a.png,"{""G061"": ""不支持"", ""G062"": ""支持""}"
VLzqgDo317F_79ee9be0827a4de19da5b3e475e3ae0a,VLzqgDo317F-03,VLzqgDo317F,起居与休闲,current_coarse_review；不采用未确认的新模型建议,"[""G062""]","[""G062""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/VLzqgDo317F_79ee9be0827a4de19da5b3e475e3ae0a.png,"{""G062"": ""支持""}"
X7HyMhZNoso_0e0c08b705704f80b5f31c2bd3a40583,X7HyMhZNoso-02,X7HyMhZNoso,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G063""]","[""G063""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_0e0c08b705704f80b5f31c2bd3a40583.png,"{""G063"": ""支持""}"
X7HyMhZNoso_0e8aea225d0942f494fd2255f49eb314,X7HyMhZNoso-03,X7HyMhZNoso,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G064"", ""G065""]","[""G065""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_0e8aea225d0942f494fd2255f49eb314.png,"{""G064"": ""不支持"", ""G065"": ""支持""}"
X7HyMhZNoso_215ab480f5084ac992c0d0e6b3e82268,X7HyMhZNoso-04,X7HyMhZNoso,起居与休闲,current_coarse_review；不采用未确认的新模型建议,"[""G066""]","[""G066""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_215ab480f5084ac992c0d0e6b3e82268.png,"{""G066"": ""支持""}"
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,X7HyMhZNoso,,current_coarse_review；不采用未确认的新模型建议,"[""G067""]","[""G067""]",已有支持同房关系,0,0,24,26,False,[],False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a.png,"{""G067"": ""支持""}"
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,X7HyMhZNoso,厨房与用餐,current_coarse_review；不采用未确认的新模型建议,"[""G066""]","[""G066""]",已有支持同房关系,5,3—7,0,5,False,"[28, 29, 30, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302.png,"{""G066"": ""支持""}"
X7HyMhZNoso_2bb4931911e4412cb51f6437a82c5b6c,X7HyMhZNoso-08,X7HyMhZNoso,起居与休闲,current_coarse_review；不采用未确认的新模型建议,"[""G068""]","[""G068""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_2bb4931911e4412cb51f6437a82c5b6c.png,"{""G068"": ""支持""}"
X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,X7HyMhZNoso-09,X7HyMhZNoso,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G069"", ""G070""]","[""G070""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5.png,"{""G069"": ""不支持"", ""G070"": ""支持""}"
X7HyMhZNoso_3cafb1bfb9084df995fff71810d7693f,X7HyMhZNoso-10,X7HyMhZNoso,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G064"", ""G071""]","[""G071""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_3cafb1bfb9084df995fff71810d7693f.png,"{""G064"": ""不支持"", ""G071"": ""支持""}"
X7HyMhZNoso_445ae0203f294b5c9889505576e37998,X7HyMhZNoso-11,X7HyMhZNoso,起居与休闲,current_coarse_review；不采用未确认的新模型建议,"[""G068""]","[""G068""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_445ae0203f294b5c9889505576e37998.png,"{""G068"": ""支持""}"
X7HyMhZNoso_84cc1504051f4b1c9492dfab5dce84f9,X7HyMhZNoso-12,X7HyMhZNoso,起居与休闲,current_coarse_review；不采用未确认的新模型建议,"[""G068""]","[""G068""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_84cc1504051f4b1c9492dfab5dce84f9.png,"{""G068"": ""支持""}"
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,X7HyMhZNoso,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G069"", ""G072""]","[""G072""]",已有支持同房关系,24,8+,0,26,False,[],False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_987fd31155514f6facb131bd5c14881d.png,"{""G069"": ""不支持"", ""G072"": ""支持""}"
X7HyMhZNoso_a59d092e0c50479089a85c2b36dd6d20,X7HyMhZNoso-14,X7HyMhZNoso,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G065"", ""G073""]","[""G065""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_a59d092e0c50479089a85c2b36dd6d20.png,"{""G065"": ""支持"", ""G073"": ""不支持""}"
X7HyMhZNoso_a60fbec046b04e5bb256d4a665219f35,X7HyMhZNoso-15,X7HyMhZNoso,厨房与用餐,current_coarse_review；不采用未确认的新模型建议,"[""G066""]","[""G066""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_a60fbec046b04e5bb256d4a665219f35.png,"{""G066"": ""支持""}"
X7HyMhZNoso_b6bb4e844c5b43ad92904f258660bcaf,X7HyMhZNoso-18,X7HyMhZNoso,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G072""]","[""G072""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_b6bb4e844c5b43ad92904f258660bcaf.png,"{""G072"": ""支持""}"
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,X7HyMhZNoso,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G070""]","[""G070""]",已有支持同房关系,5,3—7,4,9,False,"[29, 30, 31, 32, 35, 36]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9.png,"{""G070"": ""支持""}"
X7HyMhZNoso_e40ff9839f0b4a35a25e9dc16d391ae4,X7HyMhZNoso-21,X7HyMhZNoso,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G063""]","[""G063""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_e40ff9839f0b4a35a25e9dc16d391ae4.png,"{""G063"": ""支持""}"
X7HyMhZNoso_e9ae19c83e6243dd81b7213ba5f8c329,X7HyMhZNoso-22,X7HyMhZNoso,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G063""]","[""G063""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_e9ae19c83e6243dd81b7213ba5f8c329.png,"{""G063"": ""支持""}"
X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b,X7HyMhZNoso-23,X7HyMhZNoso,起居与休闲,current_coarse_review；不采用未确认的新模型建议,"[""G068""]","[""G068""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b.png,"{""G068"": ""支持""}"
X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6,X7HyMhZNoso-24,X7HyMhZNoso,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G071"", ""G073""]","[""G071""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6.png,"{""G071"": ""支持"", ""G073"": ""不支持""}"
X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a,X7HyMhZNoso-25,X7HyMhZNoso,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G063""]","[""G063""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a.png,"{""G063"": ""支持""}"
X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,X7HyMhZNoso-26,X7HyMhZNoso,,current_coarse_review；不采用未确认的新模型建议,"[""G067""]","[""G067""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b.png,"{""G067"": ""支持""}"
Z6MFQCViBuw_099d792dbfb2402ca355fd7ed860128f,Z6MFQCViBuw-01,Z6MFQCViBuw,起居与休闲,current_coarse_review；不采用未确认的新模型建议,"[""G074"", ""G075"", ""G076""]","[""G076""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/Z6MFQCViBuw_099d792dbfb2402ca355fd7ed860128f.png,"{""G074"": ""不支持"", ""G075"": ""待定"", ""G076"": ""支持""}"
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,Z6MFQCViBuw,厨房与用餐,current_coarse_review；不采用未确认的新模型建议,"[""G077"", ""G078""]","[""G078""]",已有支持同房关系,5,3—7,4,9,False,"[29, 30, 31, 34, 35, 36]",True,True,False,False,True,未见人工OOS记录,data/mp3d_layout/test/img/Z6MFQCViBuw_2008e72476f84104858e908beeac0193.png,"{""G077"": ""不支持"", ""G078"": ""支持""}"
Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,Z6MFQCViBuw-05,Z6MFQCViBuw,厨房与用餐,current_coarse_review；不采用未确认的新模型建议,"[""G078""]","[""G078""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",True,True,False,False,True,未见人工OOS记录,data/mp3d_layout/test/img/Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719.png,"{""G078"": ""支持""}"
Z6MFQCViBuw_80cd596c480c4f72a7457433b862d179,Z6MFQCViBuw-07,Z6MFQCViBuw,起居与休闲,current_coarse_review；不采用未确认的新模型建议,"[""G076""]","[""G076""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/Z6MFQCViBuw_80cd596c480c4f72a7457433b862d179.png,"{""G076"": ""支持""}"
Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,Z6MFQCViBuw-09,Z6MFQCViBuw,厨房与用餐,current_coarse_review；不采用未确认的新模型建议,"[""G078""]","[""G078""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",True,True,False,False,True,未见人工OOS记录,data/mp3d_layout/test/img/Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06.png,"{""G078"": ""支持""}"
ZMojNkEp431_1223ee164fc040c0bd13c366f7a22059,ZMojNkEp431-01,ZMojNkEp431,工作与学习,current_coarse_review；不采用未确认的新模型建议,"[""G080""]","[""G080""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/ZMojNkEp431_1223ee164fc040c0bd13c366f7a22059.png,"{""G080"": ""支持""}"
ZMojNkEp431_f1bb3acca4ed4aada739514b1f2a44bd,ZMojNkEp431-02,ZMojNkEp431,工作与学习,current_coarse_review；不采用未确认的新模型建议,"[""G080""]","[""G080""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/ZMojNkEp431_f1bb3acca4ed4aada739514b1f2a44bd.png,"{""G080"": ""支持""}"
b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba,b8cTxDM8gDG-03,b8cTxDM8gDG,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G081""]","[""G081""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba.png,"{""G081"": ""支持""}"
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,b8cTxDM8gDG,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G082""]","[""G082""]",已有支持同房关系,24,8+,0,26,False,[],False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.png,"{""G082"": ""支持""}"
b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71,b8cTxDM8gDG-05,b8cTxDM8gDG,,current_coarse_review；不采用未确认的新模型建议,"[""G083"", ""G084""]","[""G083""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71.png,"{""G083"": ""支持"", ""G084"": ""不支持""}"
b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf,b8cTxDM8gDG-06,b8cTxDM8gDG,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G085""]","[""G085""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf.png,"{""G085"": ""支持""}"
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,b8cTxDM8gDG,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G086""]","[""G086""]",已有支持同房关系,0,0,24,26,False,[],False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df.png,"{""G086"": ""支持""}"
b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG-09,b8cTxDM8gDG,厨房与用餐,current_coarse_review；不采用未确认的新模型建议,"[""G087""]","[""G087""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913.png,"{""G087"": ""支持""}"
b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30,b8cTxDM8gDG-10,b8cTxDM8gDG,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G082""]","[""G082""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30.png,"{""G082"": ""支持""}"
b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2,b8cTxDM8gDG-11,b8cTxDM8gDG,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G085""]","[""G085""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2.png,"{""G085"": ""支持""}"
b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5,b8cTxDM8gDG-12,b8cTxDM8gDG,,current_coarse_review；不采用未确认的新模型建议,"[""G083""]","[""G083""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5.png,"{""G083"": ""支持""}"
