stage,task_id,base_task_id,condition,dataset_group,mp3d_building_scene_id,building_scene_id_source,pack_building_id_raw,pack_building_id_is_base_task_id,building_support_raw,observed_submission_count,valid_geometry_count,primary_analysis_eligible_count,corner_count_set,topology_status,consensus_status,reference_status,gt_provenance_class,gt_user_correction_status,gt_user_verification_scope,gt_source_artifact,gt_source_sha256,aggregation_context_present
C1,504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,Calibration_semi,q9vSo1VnCiC,frozen_C1_crowd_structure_building_id,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,True,4,4,4,0,4;7,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,679,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,Calibration_core,q9vSo1VnCiC,frozen_C1_crowd_structure_building_id,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,True,5,5,5,0,4;5,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,679,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,Calibration_semi,q9vSo1VnCiC,frozen_C1_crowd_structure_building_id,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,True,5,5,5,0,13;4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,595,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,Calibration_core,q9vSo1VnCiC,frozen_C1_crowd_structure_building_id,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,True,6,6,6,0,4,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,Calibration_core,q9vSo1VnCiC,frozen_C1_crowd_structure_building_id,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,True,5,5,5,0,4;5,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,Calibration_core,q9vSo1VnCiC,frozen_C1_crowd_structure_building_id,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,True,5,5,5,0,11;18;4;6;7,not_evaluable,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,Calibration_core,q9vSo1VnCiC,frozen_C1_crowd_structure_building_id,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,True,5,5,5,0,4;6,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,563,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,Calibration_anchor,rPc6DW4iMge,frozen_C1_crowd_structure_building_id,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,True,23,23,23,0,4;5,supported_multimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,620,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,Calibration_core,rPc6DW4iMge,frozen_C1_crowd_structure_building_id,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,True,5,5,5,0,14;5;6,supported_multimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,Calibration_core,rPc6DW4iMge,frozen_C1_crowd_structure_building_id,rPc6DW4iMge_4350d36797324601adba7351d09602d2,True,5,5,5,0,4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,557,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,Calibration_anchor,rPc6DW4iMge,frozen_C1_crowd_structure_building_id,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,True,23,23,23,0,4;6,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,Calibration_core,rPc6DW4iMge,frozen_C1_crowd_structure_building_id,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,True,6,6,6,0,5;6;7,supported_multimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction;strict_conflict_exclusion_candidate_only,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,Calibration_anchor,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,True,23,23,23,0,4,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,Calibration_anchor,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,True,23,23,23,0,11;4;5;6;7;8,not_evaluable,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,Calibration_core,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,True,5,5,5,0,4;5;8,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,602,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,Calibration_core,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,True,5,5,5,0,4;6;7,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,627,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,Calibration_core,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,True,5,5,5,0,4;8,supported_multimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction;strict_conflict_exclusion_candidate_only,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,Calibration_core,uNb9QFRL6hY,derived_from_formal_task_identity_prefix,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,True,4,6,6,0,4,not_evaluable,frozen_c1_sidecar_no_row_version_bound_not_evaluable,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,Calibration_semi,uNb9QFRL6hY,derived_from_formal_task_identity_prefix,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,True,4,4,4,0,4;6,not_evaluable,frozen_c1_sidecar_no_row_version_bound_not_evaluable,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,543,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,Calibration_core,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,True,4,5,5,0,4;5,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,543,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,Calibration_semi,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,True,4,4,4,0,4;6,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,487,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,Calibration_core,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,True,5,5,5,0,4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,487,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,Calibration_semi,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,True,5,5,4,0,4;6,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,True,23,23,23,0,4;5;6;7,supported_multimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction;strict_conflict_exclusion_candidate_only,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,Calibration_anchor,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,True,23,23,23,0,4;5;6;7;8;9,supported_multimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,Calibration_core,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,True,6,6,6,0,4;8,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,Calibration_core,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,True,4,6,6,0,4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,semi,Calibration_semi,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,True,4,4,4,0,8,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,Calibration_anchor,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,True,23,23,23,0,10;5;6;7;8;9,not_evaluable,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,600,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,Calibration_core,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,True,5,5,5,0,10;4;6;7,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,Calibration_core,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,True,5,5,5,0,4;5,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction;strict_conflict_exclusion_candidate_only,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,701,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,Calibration_core,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,True,5,5,5,0,2;4,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,701,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,Calibration_semi,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,True,5,5,5,0,4;6,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,656,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,Calibration_core,uNb9QFRL6hY,derived_from_formal_task_identity_prefix,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,True,4,5,5,0,4;5;6,not_evaluable,frozen_c1_sidecar_no_row_version_bound_not_evaluable,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,656,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,Calibration_semi,uNb9QFRL6hY,derived_from_formal_task_identity_prefix,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,True,4,4,4,0,4,not_evaluable,frozen_c1_sidecar_no_row_version_bound_not_evaluable,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,manual,Calibration_core,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,True,5,5,5,0,4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,manual,Calibration_core,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,True,5,5,5,0,4;6;7,not_evaluable,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,665,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,Calibration_core,uNb9QFRL6hY,frozen_C1_crowd_structure_building_id,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,True,5,5,5,0,10;6;9,not_evaluable,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,Calibration_core,wc2JMjhGNzB,frozen_C1_crowd_structure_building_id,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,True,5,5,5,0,4;6,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,475,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,manual,Calibration_core,wc2JMjhGNzB,frozen_C1_crowd_structure_building_id,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,True,5,5,5,0,4;5;8,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,542,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,Calibration_core,wc2JMjhGNzB,frozen_C1_crowd_structure_building_id,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,True,6,6,6,0,10;5;6;8,not_evaluable,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,Calibration_core,wc2JMjhGNzB,frozen_C1_crowd_structure_building_id,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,True,4,6,5,0,10;4;6;7;8,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,semi,Calibration_semi,wc2JMjhGNzB,frozen_C1_crowd_structure_building_id,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,True,4,4,4,0,4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,Calibration_core,wc2JMjhGNzB,frozen_C1_crowd_structure_building_id,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,True,5,7,5,0,4;6,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,semi,Calibration_semi,wc2JMjhGNzB,frozen_C1_crowd_structure_building_id,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,True,5,5,5,0,5;6,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,580,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,Calibration_anchor,wc2JMjhGNzB,frozen_C1_crowd_structure_building_id,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,True,23,23,23,0,4;5;6;7;8,supported_multimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction;strict_conflict_exclusion_candidate_only,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
